datetime,discharge(cumecs),sld_sus(mg/l),date,site_name
2012-02-29 11:05:00,3.1109999999999998,7.17,2012-02-29 00:00:00,Kennet above Thames
2012-04-11 15:30:00,3.303,10.3,2012-04-11 00:00:00,Kennet above Thames
2012-05-01 13:59:00,7.2299999999999995,47.0,2012-05-01 00:00:00,Kennet above Thames
2012-05-28 10:56:00,5.119,17.8,2012-05-28 00:00:00,Kennet above Thames
2012-07-10 10:19:00,7.609999999999999,16.7,2012-07-10 00:00:00,Kennet above Thames
2012-07-30 13:11:00,5.9799999999999995,11.2,2012-07-30 00:00:00,Kennet above Thames
2012-08-28 15:42:00,5.390000000000001,7.65,2012-08-28 00:00:00,Kennet above Thames
2012-09-24 11:11:00,6.14,20.0,2012-09-24 00:00:00,Kennet above Thames
2012-11-08 17:53:00,8.55,10.2,2012-11-08 00:00:00,Kennet above Thames
2012-11-23 10:55:00,11.91,39.3,2012-11-23 00:00:00,Kennet above Thames
